path,label,source,score,pred
experiments\data\normal_text\reports\report_62.txt,0,normal,0.00019999969,0
experiments\data\normal_text\notifications\email_2783.txt,0,normal,0.0002,1
experiments\data\normal_text\notifications\email_6333.txt,0,normal,0.0002,1
experiments\data\normal_text\reports\report_3450.txt,0,normal,0.00019999991,0
experiments\data\normal_text\notifications\email_4422.txt,0,normal,0.0002,1
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (18).txt,1,anomaly,0.00019999674,0
experiments\data\normal_text\reports\report_1241.txt,0,normal,0.00019999992,0
experiments\data\normal_text\notifications\email_2684.txt,0,normal,0.0002,1
experiments\data\normal_text\invoices\invoice_152_charspace_153.txt,0,normal,0.0002,1
experiments\data\normal_text\reports\report_4145.txt,0,normal,0.00019999912,0
experiments\data\normal_text\notifications\email_1497.txt,0,normal,0.0002,1
experiments\data\anomaly_text\RandomText\randomText (14).txt,1,anomaly,0.00019999992,0
experiments\data\normal_text\notifications\email_7683.txt,0,normal,0.0002,1
experiments\data\anomaly_text\Resume\Resume (12).txt,1,anomaly,0.0002,1
experiments\data\normal_text\notifications\email_3165.txt,0,normal,0.0002,1
experiments\data\anomaly_text\Code\Code (7) - Copy.txt,1,anomaly,0.00019999607,0
experiments\data\normal_text\reports\report_2433.txt,0,normal,0.00019999682,0
experiments\data\normal_text\reports\report_5013.txt,0,normal,0.00019999997,0
experiments\data\anomaly_text\Resume\Resume (9).txt,1,anomaly,0.0002,1
experiments\data\normal_text\invoices\invoice_30.txt,0,normal,0.0002,1
experiments\data\normal_text\reports\report_5851.txt,0,normal,0.00019999965,0
experiments\data\normal_text\notifications\email_6316.txt,0,normal,0.0002,1
experiments\data\normal_text\invoices\invoice_690_color_B_242.txt,0,normal,0.0002,1
experiments\data\normal_text\notifications\email_3728.txt,0,normal,0.0002,1
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (4).txt,1,anomaly,0.00019999992,0
experiments\data\normal_text\invoices\invoice_355_charspace_356.txt,0,normal,0.0002,1
