path,label,source,score,pred
experiments\data\normal_text\invoices\invoice_636.txt,0,normal,0.8280082880266459,0
experiments\data\normal_text\notifications\email_4437.txt,0,normal,0.8395231234552845,0
experiments\data\normal_text\invoices\invoice_352.txt,0,normal,0.8021466723718187,0
experiments\data\normal_text\invoices\invoice_639_color_B_247.txt,0,normal,0.7789879772837598,0
experiments\data\normal_text\reports\report_4871.txt,0,normal,0.7641241801430242,0
experiments\data\normal_text\notifications\email_2252.txt,0,normal,0.8990156116498793,0
experiments\data\normal_text\reports\report_4090.txt,0,normal,0.5424252029826773,0
experiments\data\anomaly_text\Code\Code (6) - Copy.txt,1,anomaly,1.067982313464244,1
experiments\data\anomaly_text\Resume\Resume (3).txt,1,anomaly,1.057496833163134,1
experiments\data\normal_text\notifications\email_1351.txt,0,normal,0.9271181885112285,0
experiments\data\normal_text\reports\report_8639.txt,0,normal,0.9188979463006584,0
experiments\data\anomaly_text\Resume\Resume (18).txt,1,anomaly,1.0634347746044661,1
experiments\data\anomaly_text\Code\code (10).txt,1,anomaly,1.0605793311681102,1
experiments\data\normal_text\notifications\email_202.txt,0,normal,0.8429474538987276,0
experiments\data\normal_text\reports\report_54.txt,0,normal,0.9386055236762927,0
experiments\data\normal_text\reports\report_4933.txt,0,normal,0.8917804787305132,0
experiments\data\normal_text\notifications\email_2883.txt,0,normal,0.9273198544277012,0
experiments\data\normal_text\invoices\invoice_814.txt,0,normal,0.8241457843285528,0
experiments\data\anomaly_text\Resume\Resume (7).txt,1,anomaly,1.058443265670657,1
experiments\data\normal_text\notifications\email_5221.txt,0,normal,0.8710399493375276,0
experiments\data\normal_text\notifications\email_6920.txt,0,normal,0.9002161467941304,0
experiments\data\normal_text\notifications\email_8785.txt,0,normal,0.9380095852334009,0
experiments\data\normal_text\invoices\invoice_467_charspace_468.txt,0,normal,0.7651997583066183,0
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (19).txt,1,anomaly,0.9628023623418077,0
experiments\data\normal_text\invoices\invoice_736_color_B_245.txt,0,normal,0.8043763421117409,0
experiments\data\normal_text\invoices\invoice_993_color_B_253.txt,0,normal,0.8165908680884102,0
experiments\data\normal_text\reports\report_5670.txt,0,normal,0.8751415554214622,0
experiments\data\normal_text\reports\report_62.txt,0,normal,0.8893074372360227,0
experiments\data\normal_text\notifications\email_2783.txt,0,normal,0.8986876934973669,0
experiments\data\normal_text\notifications\email_6333.txt,0,normal,0.9195958645041915,0
experiments\data\normal_text\reports\report_3450.txt,0,normal,0.9287376249536757,0
experiments\data\normal_text\notifications\email_4422.txt,0,normal,0.8299485574821217,0
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (18).txt,1,anomaly,1.062577628163607,1
experiments\data\normal_text\reports\report_1241.txt,0,normal,0.8716874386063785,0
experiments\data\normal_text\notifications\email_2684.txt,0,normal,0.9049006336910278,0
experiments\data\normal_text\invoices\invoice_152_charspace_153.txt,0,normal,0.8483830687494587,0
experiments\data\normal_text\reports\report_4145.txt,0,normal,0.8117146192317909,0
experiments\data\normal_text\notifications\email_1497.txt,0,normal,0.8590747986992556,0
experiments\data\anomaly_text\RandomText\randomText (14).txt,1,anomaly,1.0692795085133737,1
experiments\data\normal_text\notifications\email_7683.txt,0,normal,0.8261707440353704,0
experiments\data\anomaly_text\Resume\Resume (12).txt,1,anomaly,1.0544862895683862,1
experiments\data\normal_text\notifications\email_3165.txt,0,normal,0.8695212060178658,0
experiments\data\anomaly_text\Code\Code (7) - Copy.txt,1,anomaly,1.0656765106278838,1
experiments\data\normal_text\reports\report_2433.txt,0,normal,0.5424252029826773,0
experiments\data\normal_text\reports\report_5013.txt,0,normal,0.881371540008402,0
experiments\data\anomaly_text\Resume\Resume (9).txt,1,anomaly,1.0568848718413546,1
experiments\data\normal_text\invoices\invoice_30.txt,0,normal,0.8798717386398148,0
experiments\data\normal_text\reports\report_5851.txt,0,normal,0.9260019242298333,0
experiments\data\normal_text\notifications\email_6316.txt,0,normal,0.8847035623276414,0
experiments\data\normal_text\invoices\invoice_690_color_B_242.txt,0,normal,0.8236817884110175,0
experiments\data\normal_text\notifications\email_3728.txt,0,normal,0.9371450658868797,0
experiments\data\anomaly_text\OCRProblematic\OcrProblematic (4).txt,1,anomaly,1.0665815906241354,1
experiments\data\normal_text\invoices\invoice_355_charspace_356.txt,0,normal,0.7662935191929477,0
